sample	I	II	III	IV	V	VI	VII	VIII	IX	meca	Ia	IIa	IIb	IIIa	IVa	IVb	IVc	IVd	IVg	IVh
ERR1904074	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14016964	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101667151	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
SRR14017007	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14017010	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101664951	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101586851	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR9031936	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR2309593	False	False	False	False	True	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False
SRR13995398	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14016714	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995409	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14016792	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101620451	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14016876	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101621551	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR2309534	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101652351	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101442251	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14016768	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101383651	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR18339350	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101469051	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False
acvck	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adqal	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR2309577	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995660	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101626951	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13996034	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adqao	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101680951	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995642	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995444	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101362151	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adtsp	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False
GCA_0101455051	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True
adtum	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
acvgx	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101525851	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101714951	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
ERR2309607	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101455451	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995977	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
acvdf	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False
GCA_0101586351	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adpyj	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
abkvf	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR1903987	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14016739	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14017112	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14016694	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adpyn	False	False	False	True	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False
SRR13996063	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101477751	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101529151	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101430751	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
ERR2309601	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR1904228	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13996020	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR18339528	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
acvcf	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR1904037	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14017015	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR18339519	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
aacoi	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False
ERR1904006	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995788	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14017292	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101625951	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101372851	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101700651	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14017050	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR1904016	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101658751	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
adpve	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR1904062	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adqgj	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
aatyq	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR2309560	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14016796	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14016875	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adptq	False	False	False	True	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False
SRR13995403	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995892	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101508351	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
acvdo	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995714	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14016734	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995621	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14016872	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14017035	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101659651	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
GCA_0101469551	False	False	False	True	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False
SRR14016850	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
acveu	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101663551	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101502651	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995436	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14016896	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101670051	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
adqdl	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101681651	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False
GCA_0101473951	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True
adtqt	False	False	False	True	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False
adtqc	False	False	False	True	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False
ERR1904119	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR1753414	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101670451	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
SRR18339395	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
acvaa	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR18339523	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14017220	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101485751	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
GCA_0101525351	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
acvgc	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995680	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14017262	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13996082	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995400	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13996043	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101529551	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14017038	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101710251	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
ERR1753388	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101590651	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
GCA_0101506251	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13996023	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101356151	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101673051	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
SRR14016787	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101453551	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adpvc	False	False	False	True	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False
GCA_0101702351	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101508551	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR2309595	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adqfr	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR18339346	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adqak	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101359151	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
acvfv	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995747	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101516651	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR1904075	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR2309568	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101523351	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adqek	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR1904014	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101485251	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
GCA_0101706751	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995570	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR18339504	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995986	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101669951	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
GCA_0101400951	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR1904213	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adtvh	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13996052	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101385751	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adqcn	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995777	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101703051	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	True
ERR1904193	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
acvad	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101591551	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	True
adtwb	False	False	False	True	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False
adpwe	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101538851	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995974	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995972	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR1904123	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR1753446	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101705951	False	True	False	False	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False
GCA_0101600151	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR5083371	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR2309561	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995532	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR18339539	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14016859	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995467	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101503951	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995813	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101614151	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13996003	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995588	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14017098	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
abkvn	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14017276	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995998	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101727751	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
ERR1753435	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101514751	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101610651	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995709	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False
GCA_0101627451	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14017193	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14017259	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101465551	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True
acvbo	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14017132	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101359351	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
adtti	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995774	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR1904215	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995415	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14017174	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14016945	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101608451	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101605151	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
SRR13996093	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101541151	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101485451	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
GCA_0101657751	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
aatzk	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101593751	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14016981	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101520951	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995933	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14017228	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adpvw	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995953	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14016726	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101496851	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
aboje	False	False	False	True	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False
SRR13995902	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101674151	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
SRR13995967	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR5083346	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101388051	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adttl	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101522551	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
acvbr	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995957	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adpwy	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101457751	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
GCA_0101367551	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995627	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adqet	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101686151	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101357351	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR5083338	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
acvhe	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR1753463	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101710151	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
SRR13996040	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14016830	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995863	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14017155	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995517	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101585151	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR18339405	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14016962	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR5083364	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101704951	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False
adqds	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
abkwq	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
SRR13995800	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR1904056	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995753	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995391	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101356451	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
ERR1753451	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995759	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adqgk	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
adtvu	False	False	False	True	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False
adtwf	False	False	False	True	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False
adqbt	False	False	False	True	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False
ERR1904002	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101373751	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
GCA_0101664351	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
SRR14017086	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR1753450	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14017002	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR1904129	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR1904227	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101468251	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101583751	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14016994	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13995930	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101593851	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101591851	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
SRR14016965	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14017053	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101358251	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101467951	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13996032	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101604951	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR18339441	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR13996092	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR9031931	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101379151	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRR14016790	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
ERR2309544	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
GCA_0101588751	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
GCA_0101685651	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
