genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
GCA_900124775.1_17138_2_24_genomic.fna,1_20,0.0050000000000000044,average,ANImf,1
GCA_900124995.1_17138_2_5_genomic.fna,1_21,0.0050000000000000044,average,ANImf,1
GCA_004803435.1_ASM480343v1_genomic.fna,1_22,0.0050000000000000044,average,ANImf,1
GCA_013406455.1_ASM1340645v1_genomic.fna,1_22,0.0050000000000000044,average,ANImf,1
GCA_003017735.1_ASM301773v1_genomic.fna,1_23,0.0050000000000000044,average,ANImf,1
GCA_007726465.1_ASM772646v1_genomic.fna,1_23,0.0050000000000000044,average,ANImf,1
GCA_013345375.1_ASM1334537v1_genomic.fna,1_23,0.0050000000000000044,average,ANImf,1
GCA_017695405.1_ASM1769540v1_genomic.fna,1_23,0.0050000000000000044,average,ANImf,1
GCA_001068315.1_ASM106831v1_genomic.fna,1_24,0.0050000000000000044,average,ANImf,1
GCA_010363845.1_ASM1036384v1_genomic.fna,1_24,0.0050000000000000044,average,ANImf,1
GCA_011027525.1_ASM1102752v1_genomic.fna,1_24,0.0050000000000000044,average,ANImf,1
GCA_015608845.1_PDT000423398.1_genomic.fna,1_24,0.0050000000000000044,average,ANImf,1
GCA_018590085.1_PDT001048982.1_genomic.fna,1_24,0.0050000000000000044,average,ANImf,1
GCA_900125875.1_17175_2_17_genomic.fna,1_24,0.0050000000000000044,average,ANImf,1
GCA_002123435.1_ASM212343v1_genomic.fna,1_25,0.0050000000000000044,average,ANImf,1
GCA_000280745.1_S.aureus_GR1_1.0_genomic.fna,1_26,0.0050000000000000044,average,ANImf,1
GCA_001061155.1_ASM106115v1_genomic.fna,1_26,0.0050000000000000044,average,ANImf,1
GCA_016621335.1_ASM1662133v1_genomic.fna,1_26,0.0050000000000000044,average,ANImf,1
GCA_015574015.1_PDT000811802.1_genomic.fna,1_27,0.0050000000000000044,average,ANImf,1
GCA_002127025.1_ASM212702v1_genomic.fna,1_28,0.0050000000000000044,average,ANImf,1
GCA_002905145.1_ASM290514v1_genomic.fna,1_28,0.0050000000000000044,average,ANImf,1
GCA_015596525.1_PDT000618996.1_genomic.fna,1_28,0.0050000000000000044,average,ANImf,1
GCA_020666235.1_ASM2066623v1_genomic.fna,1_28,0.0050000000000000044,average,ANImf,1
GCA_900083085.1_12971_2_11_genomic.fna,1_28,0.0050000000000000044,average,ANImf,1
GCA_900097895.1_12291_8_59_genomic.fna,1_28,0.0050000000000000044,average,ANImf,1
GCA_000878095.1_SA-067_1.0_genomic.fna,1_29,0.0050000000000000044,average,ANImf,1
GCA_003422545.1_ASM342254v1_genomic.fna,1_29,0.0050000000000000044,average,ANImf,1
GCA_018922325.1_PDT001071432.1_genomic.fna,1_29,0.0050000000000000044,average,ANImf,1
GCA_020588805.1_ASM2058880v1_genomic.fna,1_29,0.0050000000000000044,average,ANImf,1
GCA_900128005.1_17175_2_25_genomic.fna,1_30,0.0050000000000000044,average,ANImf,1
GCA_009497955.1_ASM949795v1_genomic.fna,1_31,0.0050000000000000044,average,ANImf,1
GCA_003420305.1_ASM342030v1_genomic.fna,1_32,0.0050000000000000044,average,ANImf,1
GCA_009769095.1_ASM976909v1_genomic.fna,1_32,0.0050000000000000044,average,ANImf,1
GCA_009796945.1_ASM979694v1_genomic.fna,1_32,0.0050000000000000044,average,ANImf,1
GCA_013343895.1_ASM1334389v1_genomic.fna,1_32,0.0050000000000000044,average,ANImf,1
GCA_019712015.1_ASM1971201v1_genomic.fna,1_32,0.0050000000000000044,average,ANImf,1
GCA_000636875.1_Stap_aure_12-03481_V1_genomic.fna,1_33,0.0050000000000000044,average,ANImf,1
GCA_001027045.1_ASM102704v1_genomic.fna,1_33,0.0050000000000000044,average,ANImf,1
GCA_002247085.1_ASM224708v1_genomic.fna,1_33,0.0050000000000000044,average,ANImf,1
GCA_003311045.1_ASM331104v1_genomic.fna,1_33,0.0050000000000000044,average,ANImf,1
GCA_003311215.1_ASM331121v1_genomic.fna,1_33,0.0050000000000000044,average,ANImf,1
GCA_011291195.1_ASM1129119v1_genomic.fna,1_33,0.0050000000000000044,average,ANImf,1
GCA_011292495.1_ASM1129249v1_genomic.fna,1_33,0.0050000000000000044,average,ANImf,1
GCA_015569115.1_PDT000812822.1_genomic.fna,1_33,0.0050000000000000044,average,ANImf,1
GCA_018681835.1_ASM1868183v1_genomic.fna,1_33,0.0050000000000000044,average,ANImf,1
GCA_018998485.1_ASM1899848v1_genomic.fna,1_33,0.0050000000000000044,average,ANImf,1
GCA_900082715.1_12673_5_49_genomic.fna,1_33,0.0050000000000000044,average,ANImf,1
GCA_000260315.1_ASM26031v1_genomic.fna,1_34,0.0050000000000000044,average,ANImf,1
GCA_000361045.1_Stap_aure_M0396_V1_genomic.fna,1_34,0.0050000000000000044,average,ANImf,1
GCA_002904415.1_ASM290441v1_genomic.fna,1_34,0.0050000000000000044,average,ANImf,1
GCA_002904535.1_ASM290453v1_genomic.fna,1_34,0.0050000000000000044,average,ANImf,1
GCA_003421165.1_ASM342116v1_genomic.fna,1_34,0.0050000000000000044,average,ANImf,1
GCA_008040245.1_ASM804024v1_genomic.fna,1_34,0.0050000000000000044,average,ANImf,1
GCA_011022815.1_ASM1102281v1_genomic.fna,1_34,0.0050000000000000044,average,ANImf,1
GCA_014061225.1_ASM1406122v1_genomic.fna,1_34,0.0050000000000000044,average,ANImf,1
GCA_015611245.2_PDT000184797.2_genomic.fna,1_34,0.0050000000000000044,average,ANImf,1
GCA_017582225.1_ASM1758222v1_genomic.fna,1_34,0.0050000000000000044,average,ANImf,1
GCA_017973555.1_ASM1797355v1_genomic.fna,1_34,0.0050000000000000044,average,ANImf,1
GCA_018170735.1_PDT001013009.1_genomic.fna,1_34,0.0050000000000000044,average,ANImf,1
GCA_018606305.1_PDT001048923.1_genomic.fna,1_34,0.0050000000000000044,average,ANImf,1
GCA_900080255.1_11641_1_40_genomic.fna,1_34,0.0050000000000000044,average,ANImf,1
GCA_900080355.1_11641_1_58_genomic.fna,1_34,0.0050000000000000044,average,ANImf,1
GCA_900083225.1_12971_3_10_genomic.fna,1_34,0.0050000000000000044,average,ANImf,1
GCA_900097285.1_12291_8_17_genomic.fna,1_34,0.0050000000000000044,average,ANImf,1
GCA_903803905.1_20621_1_184_genomic.fna,1_34,0.0050000000000000044,average,ANImf,1
GCA_000539235.1_Stap_aure_LAMC6065_V1_genomic.fna,1_35,0.0050000000000000044,average,ANImf,1
GCA_000540615.1_Stap_aure_MISS6027_V1_genomic.fna,1_35,0.0050000000000000044,average,ANImf,1
GCA_002904935.1_ASM290493v1_genomic.fna,1_35,0.0050000000000000044,average,ANImf,1
GCA_003423125.1_ASM342312v1_genomic.fna,1_35,0.0050000000000000044,average,ANImf,1
GCA_011023015.1_ASM1102301v1_genomic.fna,1_35,0.0050000000000000044,average,ANImf,1
GCA_013389175.1_ASM1338917v1_genomic.fna,1_35,0.0050000000000000044,average,ANImf,1
GCA_015581405.1_PDT000811418.1_genomic.fna,1_35,0.0050000000000000044,average,ANImf,1
GCA_015714165.1_ASM1571416v1_genomic.fna,1_35,0.0050000000000000044,average,ANImf,1
GCA_017197635.1_PDT000942956.1_genomic.fna,1_35,0.0050000000000000044,average,ANImf,1
GCA_017197645.1_PDT000942958.1_genomic.fna,1_35,0.0050000000000000044,average,ANImf,1
GCA_018150845.1_PDT001013938.1_genomic.fna,1_35,0.0050000000000000044,average,ANImf,1
GCA_018590665.1_PDT001048985.1_genomic.fna,1_35,0.0050000000000000044,average,ANImf,1
GCA_018811285.1_PDT001048989.1_genomic.fna,1_35,0.0050000000000000044,average,ANImf,1
GCA_018811725.1_PDT001048984.1_genomic.fna,1_35,0.0050000000000000044,average,ANImf,1
GCA_018914355.1_ASM1891435v1_genomic.fna,1_35,0.0050000000000000044,average,ANImf,1
GCA_018995465.1_ASM1899546v1_genomic.fna,1_35,0.0050000000000000044,average,ANImf,1
GCA_903800185.1_20596_6_179_genomic.fna,1_35,0.0050000000000000044,average,ANImf,1
GCA_903804485.1_21673_5_58_genomic.fna,1_35,0.0050000000000000044,average,ANImf,1
GCA_014336335.1_ASM1433633v1_genomic.fna,1_36,0.0050000000000000044,average,ANImf,1
GCA_018605605.1_PDT001049394.1_genomic.fna,1_36,0.0050000000000000044,average,ANImf,1
GCA_020177155.1_ASM2017715v1_genomic.fna,1_36,0.0050000000000000044,average,ANImf,1
GCA_018986585.1_ASM1898658v1_genomic.fna,1_37,0.0050000000000000044,average,ANImf,1
GCA_019149105.1_ASM1914910v1_genomic.fna,1_37,0.0050000000000000044,average,ANImf,1
GCA_000564915.1_WGS_Staphylococcus_aureus_HST-107_genomic.fna,1_38,0.0050000000000000044,average,ANImf,1
GCA_000708385.1_Staphylococcus_aureus_SA9-LAU_WGS_genomic.fna,1_38,0.0050000000000000044,average,ANImf,1
GCA_014180965.1_ASM1418096v1_genomic.fna,1_38,0.0050000000000000044,average,ANImf,1
GCA_903801155.1_22276_6_172_genomic.fna,1_38,0.0050000000000000044,average,ANImf,1
GCA_015602725.1_PDT000538473.1_genomic.fna,1_39,0.0050000000000000044,average,ANImf,1
GCA_009912555.1_ASM991255v1_genomic.fna,1_40,0.0050000000000000044,average,ANImf,1
GCA_900039825.1_7748_6_18_genomic.fna,1_40,0.0050000000000000044,average,ANImf,1
GCA_900081005.1_12625_6_39_genomic.fna,1_40,0.0050000000000000044,average,ANImf,1
GCA_012651585.1_ASM1265158v1_genomic.fna,1_41,0.0050000000000000044,average,ANImf,1
GCA_015608175.1_PDT000423415.1_genomic.fna,1_41,0.0050000000000000044,average,ANImf,1
GCA_900125945.1_17175_2_28_genomic.fna,1_41,0.0050000000000000044,average,ANImf,1
GCA_900127835.1_17175_1_46_genomic.fna,1_41,0.0050000000000000044,average,ANImf,1
GCA_000247315.2_ASM24731v2_genomic.fna,1_42,0.0050000000000000044,average,ANImf,1
GCA_000276625.1_Newbould305_assembly_v1_genomic.fna,1_42,0.0050000000000000044,average,ANImf,1
GCA_000409165.1_Staph-aureus_PB32_.fna_genomic.fna,1_42,0.0050000000000000044,average,ANImf,1
GCA_001275955.1_ASM127595v1_genomic.fna,1_42,0.0050000000000000044,average,ANImf,1
GCA_001681085.1_ASM168108v1_genomic.fna,1_42,0.0050000000000000044,average,ANImf,1
GCA_001836385.1_ASM183638v1_genomic.fna,1_42,0.0050000000000000044,average,ANImf,1
GCA_005153305.1_ASM515330v1_genomic.fna,1_42,0.0050000000000000044,average,ANImf,1
GCA_006511585.1_ASM651158v1_genomic.fna,1_42,0.0050000000000000044,average,ANImf,1
GCA_010363805.1_ASM1036380v1_genomic.fna,1_42,0.0050000000000000044,average,ANImf,1
GCA_011394455.1_ASM1139445v1_genomic.fna,1_42,0.0050000000000000044,average,ANImf,1
GCA_012652675.1_ASM1265267v1_genomic.fna,1_42,0.0050000000000000044,average,ANImf,1
GCA_013404735.1_ASM1340473v1_genomic.fna,1_42,0.0050000000000000044,average,ANImf,1
GCA_013405585.1_ASM1340558v1_genomic.fna,1_42,0.0050000000000000044,average,ANImf,1
GCA_018603075.1_PDT001048978.1_genomic.fna,1_42,0.0050000000000000044,average,ANImf,1
GCA_018810285.1_PDT001049461.1_genomic.fna,1_42,0.0050000000000000044,average,ANImf,1
GCA_018967775.1_ASM1896777v1_genomic.fna,1_42,0.0050000000000000044,average,ANImf,1
GCA_018986275.1_ASM1898627v1_genomic.fna,1_42,0.0050000000000000044,average,ANImf,1
GCA_018998385.1_ASM1899838v1_genomic.fna,1_42,0.0050000000000000044,average,ANImf,1
GCA_018998695.1_ASM1899869v1_genomic.fna,1_42,0.0050000000000000044,average,ANImf,1
GCA_019784245.1_ASM1978424v1_genomic.fna,1_42,0.0050000000000000044,average,ANImf,1
GCA_020073925.1_ASM2007392v1_genomic.fna,1_42,0.0050000000000000044,average,ANImf,1
GCA_900098125.1_9119_2_80_genomic.fna,1_42,0.0050000000000000044,average,ANImf,1
GCA_900098155.1_9119_2_42_genomic.fna,1_42,0.0050000000000000044,average,ANImf,1
GCA_900098665.1_9119_2_76_genomic.fna,1_42,0.0050000000000000044,average,ANImf,1
GCA_900098685.1_9119_2_70_genomic.fna,1_42,0.0050000000000000044,average,ANImf,1
GCA_900126345.1_17175_2_70_genomic.fna,1_42,0.0050000000000000044,average,ANImf,1
GCA_003237095.1_ASM323709v1_genomic.fna,1_43,0.0050000000000000044,average,ANImf,1
GCA_006517725.1_ASM651772v1_genomic.fna,1_43,0.0050000000000000044,average,ANImf,1
GCA_017699335.1_ASM1769933v1_genomic.fna,1_43,0.0050000000000000044,average,ANImf,1
GCA_000363005.1_Stap_aure_M1216_V1_genomic.fna,1_44,0.0050000000000000044,average,ANImf,1
GCA_009752025.1_ASM975202v1_genomic.fna,1_44,0.0050000000000000044,average,ANImf,1
GCA_900125035.1_17138_2_53_genomic.fna,1_45,0.0050000000000000044,average,ANImf,1
GCA_900251765.1_M3842_genomic.fna,1_46,0.0050000000000000044,average,ANImf,1
GCA_016065215.1_ASM1606521v1_genomic.fna,1_47,0.0050000000000000044,average,ANImf,1
GCA_011023585.1_ASM1102358v1_genomic.fna,1_48,0.0050000000000000044,average,ANImf,1
GCA_011031155.1_ASM1103115v1_genomic.fna,1_48,0.0050000000000000044,average,ANImf,1
GCA_900125745.1_17175_1_78_genomic.fna,1_48,0.0050000000000000044,average,ANImf,1
GCA_900125925.1_17175_2_26_genomic.fna,1_48,0.0050000000000000044,average,ANImf,1
GCA_900128375.1_17175_3_9_genomic.fna,1_48,0.0050000000000000044,average,ANImf,1
GCA_000242535.2_ASM24253v2_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_000248935.2_ASM24893v2_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_000262875.1_VRSA04_3_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_000262915.1_VRSA06_2_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_000313025.1_Staaur_19_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_000360645.1_Stap_aure_M0279_V1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_000361205.1_Stap_aure_M0455_V1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_000361885.1_Stap_aure_M0695_V1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_000532515.1_Stap_aure_M1399_V1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_000533795.1_Stap_aure_M0397_V1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_000537355.1_Stap_aure_COAS6004_V1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_000539135.1_Stap_aure_UCIM6053_V1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_000539535.1_Stap_aure_SMMC6034_V1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_000541515.1_Stap_aure_KINB6023_V1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_000541555.1_Stap_aure_KINB6024_V1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_000541575.1_Stap_aure_SMMC6108_V1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_000541695.1_Stap_aure_UCIM6081_V1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_000555485.1_Stap_aure_M0388_V1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_000555945.1_Stap_aure_M0430_V1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_000556465.1_Stap_aure_M0472_V1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_000558785.1_Stap_aure_MISS6134_V1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_000559525.1_Stap_aure_F84093_V1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_000562025.1_Stap_aure_H45755_V1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_000563515.1_Stap_aure_H61003_V1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_000563715.1_Stap_aure_H77102_V1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_000564525.1_Stap_aure_W21945_V1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_000569455.1_Stap_aure_T57397_V1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_000569935.1_Stap_aure_M13065_V1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_000574705.1_Stap_aure_M1221_V1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_000577105.1_Stap_aure_H44713_V1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_000586695.1_Stap_aure_DAR5852_V1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_000595845.1_Stap_aure_DAR5833_V1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_000596045.1_Stap_aure_DAR5845_V1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_000596845.1_Stap_aure_M39274_V1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_000606525.1_Stap_aure_H89941_V1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_000609485.1_Stap_aure_DAR1295_V1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_000610245.1_Stap_aure_DAR2002_V1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_000610305.1_Stap_aure_DAR2026_V1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_000610525.1_Stap_aure_DAR3156_V1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_001019135.2_ASM101913v2_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_001068235.1_ASM106823v1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_001558795.2_ASM155879v2_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_002122195.1_ASM212219v1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_003038395.1_ASM303839v1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_003431365.1_ASM343136v1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_003945405.1_ASM394540v1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_005707215.1_ASM570721v1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_005861485.1_ASM586148v1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_008620055.1_ASM862005v1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_009750405.1_ASM975040v1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_009751575.1_ASM975157v1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_011022685.1_ASM1102268v1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_011059995.1_ASM1105999v1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_011812685.1_ASM1181268v1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_011812695.1_ASM1181269v1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_012044475.1_ASM1204447v1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_012651115.1_ASM1265111v1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_014353215.1_ASM1435321v1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_014693015.1_ASM1469301v1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_014693595.1_ASM1469359v1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_015569435.1_PDT000812821.1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_015569555.1_PDT000812836.1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_015570995.1_PDT000812738.1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_015582575.1_PDT000811359.1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_015599805.1_PDT000618912.1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_015603785.1_PDT000538398.1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_015608125.1_PDT000423416.1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_015610465.2_PDT000184849.2_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_015715435.1_ASM1571543v1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_015725325.1_ASM1572532v1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_015726265.1_ASM1572626v1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_015728735.1_ASM1572873v1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_017155555.1_ASM1715555v1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_018150965.1_PDT001013934.1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_018168375.1_PDT001012249.1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_018212825.1_ASM1821282v1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_018590685.1_PDT001049013.1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_018602955.1_PDT001048983.1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_018606005.1_PDT001048988.1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_019098925.1_ASM1909892v1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_019099745.1_ASM1909974v1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_019102805.1_ASM1910280v1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_019103525.1_ASM1910352v1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_019351515.1_ASM1935151v1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_020513735.1_ASM2051373v1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_020820605.1_ASM2082060v1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_021008995.1_ASM2100899v1_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_900045995.1_7748_6_17_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_900051765.1_7748_6_81_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_900059555.1_7521_5_27_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_900081475.1_12641_3_11_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_900081755.1_12673_1_2_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_900081835.1_12673_1_44_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_900081895.1_12673_1_75_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_900081995.1_12673_2_24_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_900082275.1_12673_3_14_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_900082625.1_12673_5_38_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_900082845.1_12673_5_68_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_900124755.1_17138_2_22_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_900251605.1_M3601_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_900251965.1_M3924_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_903803235.1_20621_1_117_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_903804995.1_21631_7_18_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_903808025.1_22114_8_41_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_903808335.1_22114_8_71_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_903808535.1_22114_8_92_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_903808605.1_22114_8_99_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_903809715.1_22139_5_22_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_903811855.1_22276_6_47_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_903989445.1_SE506_29569_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_903990085.1_254_18587_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_918418275.1_AB856_genomic.fna,1_49,0.0050000000000000044,average,ANImf,1
GCA_017695775.1_ASM1769577v1_genomic.fna,1_50,0.0050000000000000044,average,ANImf,1
GCA_015224275.1_ASM1522427v1_genomic.fna,1_51,0.0050000000000000044,average,ANImf,1
GCA_018967965.1_ASM1896796v1_genomic.fna,1_52,0.0050000000000000044,average,ANImf,1
GCA_020144875.1_ASM2014487v1_genomic.fna,1_53,0.0050000000000000044,average,ANImf,1
GCA_900097615.1_15056_7_59_genomic.fna,1_54,0.0050000000000000044,average,ANImf,1
GCA_018502005.1_ASM1850200v1_genomic.fna,1_55,0.0050000000000000044,average,ANImf,1
GCA_018144795.1_PDT001014139.1_genomic.fna,1_56,0.0050000000000000044,average,ANImf,1
GCA_018985985.1_ASM1898598v1_genomic.fna,1_57,0.0050000000000000044,average,ANImf,1
GCA_000162635.1_ASM16263v1_genomic.fna,1_58,0.0050000000000000044,average,ANImf,1
GCA_000877835.1_FRI137_1.0_genomic.fna,1_58,0.0050000000000000044,average,ANImf,1
GCA_003237545.1_ASM323754v1_genomic.fna,1_58,0.0050000000000000044,average,ANImf,1
GCA_003857235.1_ASM385723v1_genomic.fna,1_59,0.0050000000000000044,average,ANImf,1
GCA_008123735.1_ASM812373v1_genomic.fna,1_60,0.0050000000000000044,average,ANImf,1
GCA_900474695.1_41004_B01_genomic.fna,1_60,0.0050000000000000044,average,ANImf,1
GCA_016013005.1_ASM1601300v1_genomic.fna,1_61,0.0050000000000000044,average,ANImf,1
GCA_010364105.1_ASM1036410v1_genomic.fna,1_62,0.0050000000000000044,average,ANImf,1
GCA_016013535.1_ASM1601353v1_genomic.fna,1_62,0.0050000000000000044,average,ANImf,1
GCA_016017115.1_ASM1601711v1_genomic.fna,1_63,0.0050000000000000044,average,ANImf,1
GCA_016415205.2_ASM1641520v2_genomic.fna,1_63,0.0050000000000000044,average,ANImf,1
GCA_014832645.1_ASM1483264v1_genomic.fna,1_64,0.0050000000000000044,average,ANImf,1
GCA_020591265.1_ASM2059126v1_genomic.fna,1_64,0.0050000000000000044,average,ANImf,1
GCA_900082395.1_12673_4_3_genomic.fna,1_64,0.0050000000000000044,average,ANImf,1
GCA_001067735.1_ASM106773v1_genomic.fna,1_65,0.0050000000000000044,average,ANImf,1
GCA_003309715.1_ASM330971v1_genomic.fna,1_65,0.0050000000000000044,average,ANImf,1
GCA_003310325.1_ASM331032v1_genomic.fna,1_65,0.0050000000000000044,average,ANImf,1
GCA_006158985.1_ASM615898v1_genomic.fna,1_65,0.0050000000000000044,average,ANImf,1
GCA_009725225.1_ASM972522v1_genomic.fna,1_65,0.0050000000000000044,average,ANImf,1
GCA_009725285.1_ASM972528v1_genomic.fna,1_65,0.0050000000000000044,average,ANImf,1
GCA_009725305.1_ASM972530v1_genomic.fna,1_65,0.0050000000000000044,average,ANImf,1
GCA_009725415.1_ASM972541v1_genomic.fna,1_65,0.0050000000000000044,average,ANImf,1
GCA_009725965.1_ASM972596v1_genomic.fna,1_65,0.0050000000000000044,average,ANImf,1
GCA_009874725.1_ASM987472v1_genomic.fna,1_65,0.0050000000000000044,average,ANImf,1
