intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,name,filename,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR5084146.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR5084147.fastq.gz,NA,NA,NA
600000,0.04234297812279464,0.2222222222222222,0.04234297812279464,0.05842558425584256,1.5833333333333333,1.0,1.2687482895445503,GCA_009769095.1_ASM976909v1_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,9e211aaca219a3815c61e01dc0e15e6b,0.2222222222222222,600000,0,80000,data/metagenome_analyses/sourmash/Nov152021/sigs/ERR5084148.fastq.gz,,1de0ecc6,14170000
410000,0.02164730728616684,0.15185185185185185,0.02164730728616684,0.024207011686143573,1.4146341463414633,1.0,0.7317073170731707,GCA_009769095.1_ASM976909v1_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,9e211aaca219a3815c61e01dc0e15e6b,0.15185185185185185,410000,0,140000,data/metagenome_analyses/sourmash/Nov152021/sigs/ERR5084149.fastq.gz,,e583007b,18940000
380000,0.02006335797254488,0.03968253968253968,0.005279831045406547,0.005425709515859766,1.3,1.0,0.6403124237432849,GCA_018914355.1_ASM1891435v1_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,d6d5b2ffcc8d2f21c3dc6aef0a48eb2c,0.15079365079365079,100000,1,40000,data/metagenome_analyses/sourmash/Nov152021/sigs/ERR5084149.fastq.gz,,e583007b,18940000
300000,0.007757951900698216,0.1111111111111111,0.007757951900698216,0.007549361207897794,1.3,1.0,0.5859465277082315,GCA_009769095.1_ASM976909v1_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,9e211aaca219a3815c61e01dc0e15e6b,0.1111111111111111,300000,0,140000,data/metagenome_analyses/sourmash/Nov152021/sigs/ERR5084150.fastq.gz,,cc2b6daa,38670000
100000,0.005434782608695652,0.03558718861209965,0.005434782608695652,0.006347862886161659,1.5,1.0,0.6708203932499369,GCA_002123435.1_ASM212343v1_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,faf89fd70be4dd996c449f6dd412277b,0.03558718861209965,100000,0,30000,data/metagenome_analyses/sourmash/Nov152021/sigs/ERR5084151.fastq.gz,,8e76165a,18400000
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR5084152.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR5084153.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR5084154.fastq.gz,NA,NA,NA
130000,0.004301786896095301,0.04905660377358491,0.004301786896095301,0.0036972596781209223,1.3076923076923077,1.0,0.46153846153846156,GCA_004803435.1_ASM480343v1_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,ce21960b4c61415313954e8302d75a55,0.04905660377358491,130000,0,10000,data/metagenome_analyses/sourmash/Nov152021/sigs/ERR5084155.fastq.gz,,e81a6c13,30220000
360000,0.010775217000897935,0.11920529801324503,0.010775217000897935,0.009916769966353817,1.5555555555555556,1.0,0.8314794192830981,GCA_900458325.1_41594_G01_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,7db937d71bf56dbf46a2ab208b75ff48,0.11920529801324503,360000,0,40000,data/metagenome_analyses/sourmash/Nov152021/sigs/ERR5084156.fastq.gz,,25805900,33410000
500000,0.228310502283105,0.16556291390728478,0.228310502283105,0.2773722627737226,1.52,1.0,1.0047885349664376,GCA_900458325.1_41594_G01_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,7db937d71bf56dbf46a2ab208b75ff48,0.16556291390728478,500000,0,50000,data/metagenome_analyses/sourmash/Nov152021/sigs/ERR5084157.fastq.gz,,0d13fb4e,2190000
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR5084158.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR5084159.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR5084160.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR5084161.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR5084162.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR5084163.fastq.gz,NA,NA,NA
770000,0.030422757803239827,0.2851851851851852,0.030422757803239827,0.03942842021698862,1.9350649350649352,1.0,1.3707298495541569,GCA_009769095.1_ASM976909v1_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,9e211aaca219a3815c61e01dc0e15e6b,0.2851851851851852,770000,0,160000,data/metagenome_analyses/sourmash/Nov152021/sigs/ERR5084164.fastq.gz,,41c5e3c5,25310000
970000,0.04532710280373832,0.3592592592592593,0.04532710280373832,0.04464597139867457,1.3195876288659794,1.0,0.6818167325272764,GCA_009769095.1_ASM976909v1_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,9e211aaca219a3815c61e01dc0e15e6b,0.3592592592592593,970000,0,120000,data/metagenome_analyses/sourmash/Nov152021/sigs/ERR5084165.fastq.gz,,c5c20cd4,21400000
100000,0.0021910604732690623,0.03355704697986577,0.0021910604732690623,0.001607717041800643,1.0,1.0,0.0,GCA_003017535.1_ASM301753v1_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,c3484461f3c38deaf028b61c50f2c467,0.03355704697986577,100000,0,0,data/metagenome_analyses/sourmash/Nov152021/sigs/ERR5084166.fastq.gz,,a99d706a,45640000
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR5084167.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR5084168.fastq.gz,NA,NA,NA
650000,0.004169339320076972,0.19578313253012047,0.004169339320076972,0.0014106610710444183,1.2307692307692308,1.0,0.4213250442347432,GCA_001641045.1_ASM164104v1_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,4bb4009e399bda9006e1ba415ea2b2fd,0.19578313253012047,650000,0,230000,data/metagenome_analyses/sourmash/Nov152021/sigs/ERR5084169.fastq.gz,,eb89135c,155900000
650000,0.004169339320076972,0.05555555555555555,0.0009621552277100705,0.000387931794537215,1.4666666666666666,1.0,0.8055363982396382,GCA_009769095.1_ASM976909v1_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,9e211aaca219a3815c61e01dc0e15e6b,0.24074074074074073,150000,1,80000,data/metagenome_analyses/sourmash/Nov152021/sigs/ERR5084169.fastq.gz,,eb89135c,155900000
680000,0.0027827795056474054,0.2518518518518518,0.0027827795056474054,0.002844981105850671,1.9264705882352942,2.0,1.075340937325409,GCA_009769095.1_ASM976909v1_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,9e211aaca219a3815c61e01dc0e15e6b,0.2518518518518518,680000,0,510000,data/metagenome_analyses/sourmash/Nov152021/sigs/ERR5084170.fastq.gz,,41783971,244360000
650000,0.002660009821574726,0.10738255033557047,0.0013095432967752496,0.0013030447813056508,1.875,1.0,1.8666480653835098,GCA_003017535.1_ASM301753v1_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,c3484461f3c38deaf028b61c50f2c467,0.2181208053691275,320000,1,190000,data/metagenome_analyses/sourmash/Nov152021/sigs/ERR5084170.fastq.gz,,41783971,244360000
100000,0.0016545334215751159,0.033783783783783786,0.0016545334215751159,0.001383420240502288,1.3,1.0,0.45825756949558394,GCA_001307235.1_ASM130723v1_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,3da3b52817c35aaa37db08937a0dab01,0.033783783783783786,100000,0,0,data/metagenome_analyses/sourmash/Nov152021/sigs/ERR5084171.fastq.gz,,1c73e5c2,60440000
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR5084172.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR5084173.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR5084174.fastq.gz,NA,NA,NA
100000,0.00123334977799704,0.033783783783783786,0.00123334977799704,0.001346658161457226,1.9,1.0,2.3853720883753127,GCA_001307235.1_ASM130723v1_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,3da3b52817c35aaa37db08937a0dab01,0.033783783783783786,100000,0,20000,data/metagenome_analyses/sourmash/Nov152021/sigs/ERR5084175.fastq.gz,,95fa0291,81080000
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR5084176.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR5084177.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR5084178.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR5084179.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR5084180.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR5084181.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR5084182.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR5084183.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR5084184.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR5084185.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR5084186.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR5084187.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR5084188.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR5084189.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR5084190.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR5084191.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR5084192.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR5084193.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR5084194.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR5084195.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR5084196.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR5084197.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR5084198.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR5242652.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/MET0804.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/MET0805.fastq.gz,NA,NA,NA
180000,0.015126050420168067,0.05863192182410423,0.015126050420168067,0.012738853503184714,1.0,1.0,0.0,GCA_903806585.1_21631_7_181_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,662c98f9bdd602b5af6ca0d33ee21787,0.05863192182410423,180000,0,10000,data/metagenome_analyses/strain_tracking/sigs/MET0806.fastq.gz,,fcb1c454,11900000
2030000,0.1517189835575486,0.6612377850162866,0.1517189835575486,0.20676139147476727,2.0788177339901477,2.0,1.2725578683719874,GCA_903806585.1_21631_7_181_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,662c98f9bdd602b5af6ca0d33ee21787,0.6612377850162866,2030000,0,130000,data/metagenome_analyses/strain_tracking/sigs/MET0807.fastq.gz,,d6caf964,13380000
730000,0.256140350877193,0.23778501628664495,0.256140350877193,0.24371859296482412,1.3287671232876712,1.0,0.5980515055600841,GCA_903806585.1_21631_7_181_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,662c98f9bdd602b5af6ca0d33ee21787,0.23778501628664495,730000,0,30000,data/metagenome_analyses/strain_tracking/sigs/MET0808.fastq.gz,,f67acf53,2850000
590000,0.07793923381770146,0.19218241042345277,0.07793923381770146,0.07535460992907801,1.4406779661016949,1.0,0.5900642435772614,GCA_903806585.1_21631_7_181_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,662c98f9bdd602b5af6ca0d33ee21787,0.19218241042345277,590000,0,70000,data/metagenome_analyses/strain_tracking/sigs/MET0809.fastq.gz,,0c03aaa7,7570000
250000,0.01906941266209001,0.08143322475570032,0.01906941266209001,0.017045454545454544,1.08,1.0,0.2712931993250107,GCA_903806585.1_21631_7_181_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,662c98f9bdd602b5af6ca0d33ee21787,0.08143322475570032,250000,0,10000,data/metagenome_analyses/strain_tracking/sigs/MET0810.fastq.gz,,ea4cdbde,13110000
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/MET0811.fastq.gz,NA,NA,NA
2050000,0.12991128010139416,0.6677524429967426,0.12991128010139416,0.17989214175654852,2.2780487804878047,2.0,1.5351987549280581,GCA_903806585.1_21631_7_181_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,662c98f9bdd602b5af6ca0d33ee21787,0.6677524429967426,2050000,0,140000,data/metagenome_analyses/strain_tracking/sigs/MET0812.fastq.gz,,99cb3580,15780000
1470000,0.3730964467005076,0.4788273615635179,0.3730964467005076,0.4035656401944895,1.6938775510204083,1.0,1.0341926089240758,GCA_903806585.1_21631_7_181_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,662c98f9bdd602b5af6ca0d33ee21787,0.4788273615635179,1470000,0,70000,data/saureus/sourmash/sigs/MET0813.fastq.gz,,548099f8,3940000
140000,0.02157164869029276,0.04560260586319218,0.02157164869029276,0.01996007984031936,1.4285714285714286,1.0,0.6226998490772391,GCA_903806585.1_21631_7_181_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,662c98f9bdd602b5af6ca0d33ee21787,0.04560260586319218,140000,0,20000,data/metagenome_analyses/strain_tracking/sigs/MET0814.fastq.gz,,8d972ccd,6490000
240000,0.017830609212481426,0.07523510971786834,0.017830609212481426,0.01927710843373494,1.3333333333333333,1.0,0.5527707983925667,GCA_001297555.1_ASM129755v1_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,86f4df01312fa305a5aa471acef18293,0.07523510971786834,240000,0,30000,data/saureus/sourmash/sigs/MET0815.fastq.gz,,f8927d71,13460000
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/MET0818.fastq.gz,NA,NA,NA
370000,0.05736434108527132,0.12052117263843648,0.05736434108527132,0.06265664160401002,1.3513513513513513,1.0,0.47739247926096473,GCA_903806585.1_21631_7_181_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,662c98f9bdd602b5af6ca0d33ee21787,0.12052117263843648,370000,0,20000,data/saureus/sourmash/sigs/MET0819.fastq.gz,,8334fe12,6450000
610000,0.0025993948949588784,0.1986970684039088,0.0025993948949588784,0.0028591376043086538,1.4098360655737705,1.0,0.6865702161105548,GCA_903806585.1_21631_7_181_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,662c98f9bdd602b5af6ca0d33ee21787,0.1986970684039088,610000,0,140000,data/saureus/sourmash/sigs/MET0820.fastq.gz,,469e10a5,234670000
310000,0.007459095283926853,0.10097719869706841,0.007459095283926853,0.0048792693606906044,1.2580645161290323,1.0,0.4375696763306625,GCA_903806585.1_21631_7_181_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,662c98f9bdd602b5af6ca0d33ee21787,0.10097719869706841,310000,0,0,data/saureus/sourmash/sigs/MET0821.fastq.gz,,34ebe036,41560000
1350000,0.01335179507467115,0.43973941368078173,0.01335179507467115,0.01738197424892704,1.8,1.0,1.1274356350191843,GCA_903806585.1_21631_7_181_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,662c98f9bdd602b5af6ca0d33ee21787,0.43973941368078173,1350000,0,80000,data/saureus/sourmash/sigs/MET0822.fastq.gz,,df6cc356,101110000
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/MET0823.fastq.gz,NA,NA,NA
340000,0.003983596953719977,0.11074918566775244,0.003983596953719977,0.004108784973586382,1.2352941176470589,1.0,0.4241825029957635,GCA_903806585.1_21631_7_181_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,662c98f9bdd602b5af6ca0d33ee21787,0.11074918566775244,340000,0,80000,data/saureus/sourmash/sigs/MET0824.fastq.gz,,8097b72d,85350000
350000,0.0033311125916055963,0.11400651465798045,0.0033311125916055963,0.003356663333809456,1.3428571428571427,1.0,0.6298687910013887,GCA_903806585.1_21631_7_181_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,662c98f9bdd602b5af6ca0d33ee21787,0.11400651465798045,350000,0,70000,data/saureus/sourmash/sigs/MET0825.fastq.gz,,8f39ad9c,105070000
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/MET0826.fastq.gz,NA,NA,NA
880000,0.012831729367162438,0.28664495114006516,0.012831729367162438,0.015082171832743916,1.6477272727272727,1.0,0.8795630724098799,GCA_903806585.1_21631_7_181_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,662c98f9bdd602b5af6ca0d33ee21787,0.28664495114006516,880000,0,60000,data/saureus/sourmash/sigs/MET0827.fastq.gz,,14be2442,68580000
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/MET0828.fastq.gz,NA,NA,NA
170000,0.0037921035021191165,0.05537459283387622,0.0037921035021191165,0.0033783783783783786,1.0588235294117647,1.0,0.23529411764705885,GCA_903806585.1_21631_7_181_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,662c98f9bdd602b5af6ca0d33ee21787,0.05537459283387622,170000,0,60000,data/saureus/sourmash/sigs/MET0829.fastq.gz,,12347971,44830000
130000,0.0007279650576772315,0.04234527687296417,0.0007279650576772315,0.0005700820918212223,1.1538461538461537,1.0,0.36080121229410994,GCA_903806585.1_21631_7_181_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,662c98f9bdd602b5af6ca0d33ee21787,0.04234527687296417,130000,0,30000,data/saureus/sourmash/sigs/MET0832.fastq.gz,,008ffc5d,178580000
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/MET0833.fastq.gz,NA,NA,NA
360000,0.0054869684499314125,0.11726384364820847,0.0054869684499314125,0.004489337822671156,1.2222222222222223,1.0,0.5826715823167509,GCA_903806585.1_21631_7_181_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,662c98f9bdd602b5af6ca0d33ee21787,0.11726384364820847,360000,0,30000,data/saureus/sourmash/sigs/MET0834.fastq.gz,,ee6d24f5,65610000
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/MET0835.fastq.gz,NA,NA,NA
100000,0.0009012256669069935,0.03134796238244514,0.0009012256669069935,0.0005741352088416823,1.2,1.0,0.4,GCA_001297555.1_ASM129755v1_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,86f4df01312fa305a5aa471acef18293,0.03134796238244514,100000,0,10000,data/saureus/sourmash/sigs/MET0836.fastq.gz,,d5336ba9,110960000
460000,0.002102184443835116,0.1498371335504886,0.002102184443835116,0.0014064697609001407,1.3695652173913044,1.0,0.5656352970112037,GCA_903806585.1_21631_7_181_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,662c98f9bdd602b5af6ca0d33ee21787,0.1498371335504886,460000,0,220000,data/saureus/sourmash/sigs/MET0837.fastq.gz,,96b89e79,218820000
120000,0.00124031007751938,0.04054054054054054,0.00124031007751938,0.000989469220439607,1.1666666666666667,1.0,0.3726779962499649,GCA_001307235.1_ASM130723v1_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,3da3b52817c35aaa37db08937a0dab01,0.04054054054054054,120000,0,0,data/saureus/sourmash/sigs/MET0838.fastq.gz,,aa363e79,96750000
210000,0.0019760986167309683,0.06840390879478828,0.0019760986167309683,0.0018025235329461246,1.2857142857142858,1.0,0.5471012044321932,GCA_903806585.1_21631_7_181_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,662c98f9bdd602b5af6ca0d33ee21787,0.06840390879478828,210000,0,50000,data/saureus/sourmash/sigs/MET0839.fastq.gz,,df59d0ae,106270000
170000,0.0011795725784068832,0.05537459283387622,0.0011795725784068832,0.0008498984843477029,1.0588235294117647,1.0,0.23529411764705885,GCA_903806585.1_21631_7_181_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,662c98f9bdd602b5af6ca0d33ee21787,0.05537459283387622,170000,0,10000,data/saureus/sourmash/sigs/MET0840.fastq.gz,,94451766,144120000
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/MET0841.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/MET0842.fastq.gz,NA,NA,NA
260000,0.003229813664596273,0.08469055374592833,0.003229813664596273,0.0032967032967032967,1.7307692307692308,2.0,0.7102378966392072,GCA_903806585.1_21631_7_181_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,662c98f9bdd602b5af6ca0d33ee21787,0.08469055374592833,260000,0,50000,data/saureus/sourmash/sigs/MET0843.fastq.gz,,fc7888b9,80500000
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/MET0844.fastq.gz,NA,NA,NA
240000,0.0021947873799725653,0.0781758957654723,0.0021947873799725653,0.0018038482095136291,1.125,1.0,0.33071891388307384,GCA_903806585.1_21631_7_181_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,662c98f9bdd602b5af6ca0d33ee21787,0.0781758957654723,240000,0,20000,data/saureus/sourmash/sigs/MET0845.fastq.gz,,314e6fa9,109350000
640000,0.10829103214890017,0.2302158273381295,0.10829103214890017,0.12244897959183673,1.59375,1.0,0.8425917976695477,GCA_903811855.1_22276_6_47_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,b5bdb49845be06adf5ef09b8fb3fcdce,0.2302158273381295,640000,0,60000,data/saureus/sourmash/sigs/MET0848.fastq.gz,,6aadf108,5910000
330000,0.017350157728706624,0.11870503597122302,0.017350157728706624,0.022701475595913734,1.8181818181818181,1.0,1.0858468404344797,GCA_903811855.1_22276_6_47_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,b5bdb49845be06adf5ef09b8fb3fcdce,0.11870503597122302,330000,0,30000,data/saureus/sourmash/sigs/MET0849.fastq.gz,,d037c38e,19020000
